gene_id,SAMN31934616,SAMN31934617,SAMN31934618,SAMN31934759,SAMN31934760,SAMN31934761
gene-LOC119863885|LOC119863885,93,98,109,55,67,52
gene-FUT9|FUT9,692,579,622,405,468,340
gene-LOC100855573|LOC100855573,12,11,10,17,12,6
gene-FHL5|FHL5,186,184,133,103,170,156
gene-LOC119874219|LOC119874219,30,20,45,39,20,33
gene-UFL1|UFL1,988,826,940,970,1044,1033
gene-LOC119874305|LOC119874305,14,0,13,13,3,10
gene-LOC100688391|LOC100688391,23,7,22,23,28,20
gene-GPR63|GPR63,1223,783,1080,1277,1187,947
gene-NDUFAF4|NDUFAF4,1479,1122,1370,1220,1305,1302
gene-KLHL32|KLHL32,1013,987,1185,914,1015,824
gene-MMS22L|MMS22L,718,731,877,591,620,530
gene-LOC119874221|LOC119874221,61,39,57,52,69,73
gene-LOC119874372|LOC119874372,6,7,8,8,9,7
gene-LOC119874292|LOC119874292,84,75,72,100,101,88
gene-LOC119874367|LOC119874367,5,4,2,6,5,3
gene-LOC102152754|LOC102152754,26,19,12,18,19,13
gene-LOC111098368|LOC111098368,21,13,22,10,16,19
gene-LOC119874220|LOC119874220,6,16,20,4,11,10
gene-LOC102152882|LOC102152882,86,39,85,95,128,116
gene-LOC106559593|LOC106559593,9,15,13,8,15,9
gene-LOC111098146|LOC111098146,2,1,0,1,0,0
gene-POU3F2|POU3F2,1100,1039,1036,700,739,462
gene-FBXL4|FBXL4,948,771,983,812,1072,829
gene-LOC119874306|LOC119874306,0,0,0,0,7,0
gene-FAXC|FAXC,5568,4892,5603,5343,5699,4677
gene-PNISR|PNISR,5690,4838,5535,4396,5207,4585
gene-COQ3|COQ3,818,656,772,712,807,708
gene-LOC106559554|LOC106559554,117,92,108,56,125,88
gene-USP45|USP45,411,343,423,370,475,362
gene-LOC102153435|LOC102153435,0,8,0,4,7,5
gene-TSTD3|TSTD3,117,151,185,96,135,86
gene-CCNC|CCNC,670,605,664,698,801,705
gene-PRDM13|PRDM13,0,0,0,0,0,0
gene-LOC111098179|LOC111098179,3,4,3,4,4,3
gene-LOC100685891|LOC100685891,56,47,66,66,69,63
gene-LOC102153620|LOC102153620,6,5,6,4,7,0
gene-LOC119874361|LOC119874361,0,1,1,1,1,1
gene-MCHR2|MCHR2,8,8,10,7,9,10
gene-LOC111098371|LOC111098371,2,0,0,0,0,0
gene-LOC119874353|LOC119874353,0,1,2,2,2,1
gene-ASCC3|ASCC3,3037,2647,3020,2976,3459,2751
gene-LOC102152034|LOC102152034,13,3,2,8,11,10
gene-GRIK2|GRIK2,3592,2948,3786,2817,3332,2551
gene-LOC119874357|LOC119874357,0,1,2,2,3,0
gene-LOC100682799|LOC100682799,0,5,4,2,7,7
gene-LOC119881680|LOC119881680,61,50,60,41,50,37
gene-LOC102153964|LOC102153964,10,20,9,5,13,12
gene-LOC475009|LOC475009,408,371,435,350,476,419
gene-LOC481939|LOC481939,34,39,33,29,35,35
gene-LOC100683149|LOC100683149,3,4,5,2,2,4
gene-LOC102154381|LOC102154381,30,27,22,24,36,19
gene-LOC100683439|LOC100683439,0,0,0,0,0,0
gene-HACE1|HACE1,2001,1482,1875,1573,2156,1686
gene-LIN28B|LIN28B,4,10,13,0,9,0
gene-LOC111098373|LOC111098373,0,0,0,0,0,0
gene-POPDC3|POPDC3,36,34,49,18,43,29
gene-BVES|BVES,169,160,138,100,154,128
gene-LOC119881706|LOC119881706,11,0,11,0,6,0
gene-LOC111098147|LOC111098147,37,32,23,35,35,31
gene-PREP|PREP,656,624,760,852,814,608
gene-LOC111098374|LOC111098374,0,0,0,0,0,0
gene-LOC119874308|LOC119874308,0,0,2,0,0,0
gene-LOC111098185|LOC111098185,0,0,0,0,0,0
gene-LOC100683666|LOC100683666,0,0,0,0,0,0
gene-PRDM1|PRDM1,67,43,53,28,38,50
gene-ATG5|ATG5,1711,1358,1765,1622,1918,1551
gene-LOC119874390|LOC119874390,6,2,4,3,4,2
gene-QRSL1|QRSL1,1279,1042,1160,832,1203,1087
gene-CRYBG1|CRYBG1,1137,1224,1039,841,1016,845
gene-RTN4IP1|RTN4IP1,600,449,541,428,518,398
gene-LOC106559586|LOC106559586,0,0,4,6,7,4
gene-LOC111098375|LOC111098375,0,0,0,0,0,0
gene-LOC111098377|LOC111098377,9,7,4,0,5,5
gene-CD24|CD24,892,562,879,764,792,661
gene-LOC119874294|LOC119874294,0,0,0,0,0,0
gene-MTRES1|MTRES1,512,441,475,384,486,429
gene-BEND3|BEND3,38,38,67,47,39,23
gene-PDSS2|PDSS2,508,440,510,440,505,448
gene-LOC111098379|LOC111098379,37,42,38,24,21,26
gene-SOBP|SOBP,581,624,807,701,675,587
gene-LOC119874229|LOC119874229,101,120,96,50,67,38
gene-SCML4|SCML4,42,48,52,81,68,96
gene-SEC63|SEC63,2868,2109,3007,2819,2841,2657
gene-LOC102156451|LOC102156451,99,87,92,106,120,113
gene-OSTM1|OSTM1,2123,1774,1961,1862,2067,1834
gene-LOC111098383|LOC111098383,16,21,17,19,18,5
gene-NR2E1|NR2E1,477,409,617,306,310,244
gene-SNX3|SNX3,5402,4016,5775,4698,5797,5318
gene-LOC100688163|LOC100688163,31,10,30,15,17,5
gene-LOC119874328|LOC119874328,1,2,0,0,0,3
gene-AFG1L|AFG1L,422,357,404,429,398,337
gene-LOC111098202|LOC111098202,24,26,20,20,34,17
gene-FOXO3|FOXO3,2089,2478,2190,2378,2506,2250
gene-LOC111098187|LOC111098187,1,0,0,1,0,1
gene-LOC111098390|LOC111098390,0,0,0,0,0,0
gene-LOC111098389|LOC111098389,0,0,0,0,0,0
gene-LOC111098387|LOC111098387,0,0,0,4,0,0
gene-ARMC2|ARMC2,113,81,92,94,106,93
gene-LOC111098388|LOC111098388,0,0,0,6,0,0
gene-LOC111098386|LOC111098386,0,3,0,6,0,0
gene-SESN1|SESN1,1570,1489,1614,1987,2277,2143
gene-LOC111098391|LOC111098391,191,187,155,104,191,149
gene-CEP57L1|CEP57L1,360,469,466,309,554,387
gene-LOC102151327|LOC102151327,4,5,6,4,3,4
gene-LOC612235|LOC612235,22,33,64,53,61,43
gene-CD164|CD164,1535,1338,1394,1544,1844,1689
gene-PPIL6|PPIL6,304,276,266,298,315,267
gene-MICAL1|MICAL1,181,127,177,116,155,176
gene-SMPD2|SMPD2,463,364,439,293,452,375
gene-ZBTB24|ZBTB24,1184,1054,1196,1105,1243,1167
gene-LOC111098392|LOC111098392,2,8,12,6,6,3
gene-AK9|AK9,15,0,0,0,11,23
gene-LOC111098393|LOC111098393,0,0,0,0,0,0
gene-FIG4|FIG4,1066,826,1153,795,1014,776
gene-GPR6|GPR6,37,16,35,20,50,29
gene-WASF1|WASF1,3334,2449,3621,2635,2992,2716
gene-CDC40|CDC40,1872,1673,2085,1387,1561,1588
gene-LOC102152955|LOC102152955,330,338,309,229,218,259
gene-METTL24|METTL24,389,273,277,275,289,357
gene-DDO|DDO,50,46,33,41,28,32
gene-SLC22A16|SLC22A16,33,44,45,24,18,22
gene-LOC111098394|LOC111098394,8,0,8,0,0,3
gene-LOC111098395|LOC111098395,31,30,16,14,22,15
gene-LOC111098397-2|LOC111098397,0,3,4,6,0,0
gene-LOC111098397|LOC111098397,3,0,0,3,8,4
gene-CDK19|CDK19,2876,3531,3017,2887,3138,2646
gene-LOC119874231|LOC119874231,3,0,0,0,0,0
gene-LOC119874389|LOC119874389,5,5,1,3,3,2
gene-LOC102153185|LOC102153185,16,21,17,18,23,12
gene-AMD1|AMD1,3811,3692,3679,3667,4187,3921
gene-LOC119874381|LOC119874381,8,6,6,2,13,4
gene-LOC119874363|LOC119874363,12,9,9,5,5,11
gene-LOC119874232|LOC119874232,4,0,5,8,0,0
gene-GTF3C6|GTF3C6,1162,1158,1119,964,1052,1093
gene-RPF2|RPF2,855,700,801,662,853,823
gene-LOC111098398|LOC111098398,17,9,21,6,15,7
gene-SLC16A10|SLC16A10,614,468,571,484,516,473
gene-MFSD4B|MFSD4B,1750,1667,1294,1314,1726,1332
gene-REV3L|REV3L,4878,4237,5099,4961,5405,4626
gene-LOC119874234|LOC119874234,180,170,172,106,153,116
gene-TRAF3IP2|TRAF3IP2,39,48,20,38,53,40
gene-LOC119874342|LOC119874342,4,3,8,5,5,3
gene-LOC119874235|LOC119874235,57,59,57,45,59,41
gene-LOC111098400|LOC111098400,35,41,29,21,22,23
gene-FYN|FYN,3204,3044,3430,2877,3456,2939
gene-LOC119881578|LOC119881578,16,21,19,5,14,4
gene-LOC106559589|LOC106559589,26,10,10,12,21,13
gene-FAM229B|FAM229B,15,7,13,11,10,13
gene-CCN6|CCN6,102,57,66,84,120,102
gene-TUBE1|TUBE1,432,404,477,410,476,444
gene-LAMA4|LAMA4,785,631,575,497,659,606
gene-RFPL4B|RFPL4B,0,0,0,0,0,0
gene-LOC111098403|LOC111098403,2,0,0,0,0,0
gene-LOC106559573|LOC106559573,6,0,4,0,0,0
gene-LOC106559587|LOC106559587,1,1,2,1,1,1
gene-LOC119874314|LOC119874314,0,0,0,0,0,0
gene-LOC119874315|LOC119874315,4,0,0,0,0,0
gene-LOC102154832|LOC102154832,0,0,2,0,0,0
gene-MARCKS|MARCKS,1883,1242,2039,1537,1753,1526
gene-LOC106559557|LOC106559557,47,33,83,68,71,81
gene-HDAC2|HDAC2,2369,1837,2401,2056,2317,2017
gene-HS3ST5|HS3ST5,340,229,299,298,218,212
gene-LOC111098407|LOC111098407,9,10,9,0,0,0
gene-FRK|FRK,24,0,23,12,27,3
gene-LOC100683665|LOC100683665,4,3,4,4,5,5
gene-LOC612574|LOC612574,3,2,1,2,1,2
gene-LOC111098412|LOC111098412,90,79,76,71,92,62
gene-NT5DC1|NT5DC1,850,691,725,792,806,696
gene-COL10A1|COL10A1,59,59,57,33,45,29
gene-LOC119881555|LOC119881555,22,23,22,20,36,24
gene-TSPYL4|TSPYL4,2129,1405,2008,1576,2006,1669
gene-TSPYL1|TSPYL1,3506,2982,3565,2890,3926,2892
gene-LOC102155597|LOC102155597,816,772,1197,936,1164,688
gene-C12H6orf120|C12H6orf120,578,529,527,485,542,532
gene-PHF10|PHF10,537,514,578,549,516,538
gene-DYNLT2|DYNLT2,15,16,10,14,0,8
gene-ERMARD|ERMARD,368,302,286,244,359,252
gene-LOC119874239|LOC119874239,0,0,0,0,0,0
gene-LOC111098413|LOC111098413,2,8,0,0,4,0
gene-LOC119874319|LOC119874319,0,0,6,0,0,0
gene-DLL1|DLL1,132,113,104,59,87,42
gene-LOC119874240|LOC119874240,6,5,0,0,6,0
gene-FAM120B|FAM120B,1902,1722,1780,1543,1833,1503
gene-LOC111098415|LOC111098415,10,15,8,10,5,10
gene-LOC102156176|LOC102156176,909,889,740,463,609,454
gene-LOC111098416|LOC111098416,55,68,72,34,48,49
gene-PSMB1|PSMB1,1666,1351,1708,1564,1819,1711
gene-TBP|TBP,396,348,456,395,370,341
gene-PDCD2|PDCD2,1124,890,1071,1025,1349,1253
gene-LAPTM4B|LAPTM4B,399,436,409,512,576,455
gene-LOC111098484|LOC111098484,116,133,146,122,169,131
gene-MATN2|MATN2,1530,1462,1497,1215,1666,1392
gene-RPL30|RPL30,2127,1821,2261,1787,2135,2043
gene-LOC119865431|LOC119865431,7,8,13,14,16,11
gene-POP1|POP1,368,348,371,260,357,244
gene-ERICH5|ERICH5,195,167,209,282,320,263
gene-RIDA|RIDA,682,488,593,608,609,475
gene-NIPAL2|NIPAL2,877,880,1017,814,1030,792
gene-LOC111098485|LOC111098485,5,6,4,7,5,7
gene-LOC111098432|LOC111098432,18,9,28,14,15,20
gene-KCNS2|KCNS2,849,802,787,1129,1178,1001
gene-LOC119865536|LOC119865536,0,0,0,0,0,0
gene-OSR2|OSR2,0,0,0,0,0,0
gene-LOC111098644|LOC111098644,0,0,0,0,0,0
gene-STK3|STK3,582,535,625,557,703,626
gene-LOC102153460|LOC102153460,8,16,8,4,17,9
gene-LOC102154100|LOC102154100,6,5,7,5,3,4
gene-LOC111098488|LOC111098488,0,0,0,0,0,0
gene-LOC606993|LOC606993,2,2,3,2,4,2
gene-LOC111098490|LOC111098490,11,11,7,5,5,4
gene-LOC100685119|LOC100685119,5,3,0,7,11,6
gene-VPS13B|VPS13B,8196,6986,8055,6592,8098,7115
gene-LOC119865450|LOC119865450,2,2,3,4,2,4
gene-LOC119865542|LOC119865542,2,2,1,1,0,0
gene-LOC119865384|LOC119865384,2,6,5,2,7,3
gene-MIR599|MIR599,2,5,4,3,4,4
rna-NR_049507.1|MIR599,1,1,1,1,1,1
gene-MIR875|MIR875,2,2,2,2,1,0
rna-NR_049519.1|MIR875,1,1,1,1,1,0
gene-LOC606860|LOC606860,2095,1793,2003,2327,2731,2275
gene-RGS22|RGS22,1458,1104,1561,1287,1831,1373
gene-LOC102154516|LOC102154516,16,13,16,6,9,12
gene-LOC119864005|LOC119864005,16,12,11,6,8,15
gene-FBXO43|FBXO43,2,0,7,2,6,0
gene-POLR2K|POLR2K,880,636,898,843,1019,849
gene-SPAG1|SPAG1,386,349,351,376,386,271
gene-LOC100683518|LOC100683518,8,8,4,7,15,7
gene-RNF19A|RNF19A,2694,2242,2870,2712,3170,2808
gene-LOC119865492|LOC119865492,9,2,2,3,5,3
gene-LOC119874424|LOC119874424,33,15,38,30,25,22
gene-LOC111098645|LOC111098645,3,0,0,0,2,0
gene-LOC111098492|LOC111098492,0,0,0,0,0,0
gene-LOC119874425|LOC119874425,0,0,0,0,0,0
gene-LOC102155121|LOC102155121,8,7,0,0,0,0
gene-LOC106559620|LOC106559620,21,13,11,27,16,18
gene-LOC119874426|LOC119874426,35,8,37,27,33,25
gene-ANKRD46|ANKRD46,2117,1693,2430,2311,2511,2172
gene-SNX31|SNX31,60,25,45,39,50,41
gene-LOC119864992|LOC119864992,0,0,0,0,0,0
gene-LOC119864991|LOC119864991,0,0,0,0,0,0
gene-LOC119864993|LOC119864993,0,0,0,0,0,0
gene-PABPC1|PABPC1,1799,1601,1735,1502,1612,1512
gene-LOC119864717|LOC119864717,0,5,4,0,4,7
gene-LOC111098493|LOC111098493,8,15,11,4,19,16
gene-YWHAZ|YWHAZ,19925,13310,20683,18095,20531,18712
gene-LOC102154179|LOC102154179,246,198,243,164,160,157
gene-LOC119874429|LOC119874429,0,0,0,1,0,0
gene-LOC102155901|LOC102155901,0,0,0,0,0,0
gene-LOC119864268|LOC119864268,0,0,0,0,0,0
gene-ZNF706|ZNF706,4831,3853,5078,5000,5657,4803
gene-LOC102155988|LOC102155988,23,40,42,39,37,43
gene-LOC119864266|LOC119864266,26,14,21,14,20,23
gene-GRHL2|GRHL2,93,50,72,176,144,134
gene-NCALD|NCALD,7662,5963,8206,6416,7934,7048
gene-LOC119864990|LOC119864990,13,11,19,0,0,4
gene-LOC111098498|LOC111098498,7,7,0,0,0,0
gene-LOC100684029|LOC100684029,14,15,12,8,17,17
gene-RRM2B|RRM2B,1349,1094,1352,1160,1528,1267
gene-LOC102156908|LOC102156908,314,288,372,304,335,302
gene-UBR5|UBR5,6554,5599,6588,5780,6929,6121
gene-LOC100684172|LOC100684172,124,120,146,115,114,115
gene-LOC119874481|LOC119874481,0,0,0,4,4,0
gene-LOC102157312|LOC102157312,0,0,0,0,0,3
gene-LOC111098502|LOC111098502,0,0,0,0,0,0
gene-KLF10|KLF10,503,286,534,233,340,280
gene-LOC111098503|LOC111098503,4,4,6,5,10,5
gene-LOC119864940|LOC119864940,81,60,75,47,47,36
gene-LOC119864614|LOC119864614,6,9,0,8,5,6
gene-LOC119864572|LOC119864572,5,3,0,8,12,9
gene-AZIN1|AZIN1,5400,4010,5311,5581,6153,5320
gene-LOC475060|LOC475060,19,13,18,25,20,16
gene-ATP6V1C1|ATP6V1C1,4312,3324,4654,3402,3905,3877
gene-BAALC|BAALC,4692,3702,4454,2959,4117,4027
gene-LOC111098506|LOC111098506,4,4,0,0,6,0
gene-LOC119864693|LOC119864693,8,14,8,7,2,2
gene-LOC111098507|LOC111098507,0,0,0,0,1,0
gene-FZD6|FZD6,668,500,546,391,546,508
gene-CTHRC1|CTHRC1,170,148,132,86,162,115
gene-SLC25A32|SLC25A32,651,651,656,545,621,631
gene-DCAF13|DCAF13,661,790,627,726,859,586
gene-LOC100684530|LOC100684530,1,1,1,1,1,1
gene-RIMS2|RIMS2,8186,7851,8838,6485,7272,6451
gene-LOC111098508|LOC111098508,81,71,73,52,44,39
gene-LOC119864683|LOC119864683,21,20,26,10,15,18
gene-LOC102154253|LOC102154253,33,25,18,18,18,15
gene-DCSTAMP|DCSTAMP,5,7,0,3,7,7
gene-LOC119864904|LOC119864904,9,5,9,0,9,0
gene-DPYS|DPYS,16,0,18,0,17,39
gene-LRP12|LRP12,1339,1118,1312,1103,1162,1077
gene-LOC106559617|LOC106559617,6,7,6,3,3,6
gene-LOC119864998|LOC119864998,11,7,0,0,8,6
gene-LOC111098509|LOC111098509,0,0,0,0,0,0
gene-LOC119863982|LOC119863982,254,128,193,195,185,169
gene-LOC102153067|LOC102153067,532,206,372,362,380,344
gene-LOC111098511|LOC111098511,51,20,36,35,40,22
gene-ZFPM2|ZFPM2,579,230,464,383,437,346
gene-LOC111098510|LOC111098510,30,11,31,17,25,8
gene-LOC100684894|LOC100684894,9,0,0,13,9,14
gene-ABRA|ABRA,10,18,6,3,5,5
gene-LOC111098513|LOC111098513,365,271,390,142,196,147
gene-OXR1|OXR1,19309,12469,20206,14085,17832,15998
gene-LOC111098515|LOC111098515,20,23,30,24,25,18
gene-LOC119864203|LOC119864203,0,0,0,0,0,0
gene-LOC111098517|LOC111098517,5,4,4,7,5,4
gene-LOC119864197|LOC119864197,1,1,1,4,1,1
gene-LOC119865515|LOC119865515,0,1,0,1,1,0
gene-LOC111098518|LOC111098518,2,2,2,2,1,0
gene-ANGPT1|ANGPT1,175,209,170,117,158,120
gene-LOC119864686|LOC119864686,0,0,1,1,0,1
gene-RSPO2|RSPO2,524,520,535,399,413,344
gene-LOC102154405|LOC102154405,16,13,10,22,11,11
gene-EIF3E|EIF3E,1495,1176,1434,1429,1773,1525
gene-LOC111098520|LOC111098520,3,6,3,0,0,0
gene-TRHR|TRHR,306,234,357,178,320,278
gene-LOC100685832|LOC100685832,10,7,12,5,14,13
gene-LOC102154667|LOC102154667,26,18,23,11,31,18
gene-EMC2|EMC2,1361,1128,1397,1153,1445,1249
gene-LOC100685380|LOC100685380,79,69,99,84,146,128
gene-LOC111098522|LOC111098522,32,12,30,32,43,41
gene-TMEM74|TMEM74,2310,1347,2283,1327,1598,1040
gene-LOC106559610|LOC106559610,39,28,39,23,45,43
rna-NR_128782.1|MIR8836,0,0,0,0,0,0
gene-MIR8836|MIR8836,1,0,0,0,1,0
gene-NUDCD1|NUDCD1,762,662,781,673,906,723
gene-ENY2|ENY2,397,304,455,423,507,405
gene-PKHD1L1|PKHD1L1,1292,825,1536,1503,1648,1305
gene-LOC111098525|LOC111098525,4,0,0,0,4,0
gene-EBAG9|EBAG9,703,546,625,586,585,533
gene-LOC102155669|LOC102155669,0,0,0,0,9,0
gene-SYBU|SYBU,3653,3016,3932,2822,3650,3431
gene-KCNV1|KCNV1,4491,3759,4656,2475,3666,2817
gene-LOC100686476|LOC100686476,1,0,0,2,0,2
gene-LOC482012|LOC482012,3,3,3,2,3,6
gene-LOC100686565|LOC100686565,0,6,0,0,0,4
gene-LOC482014|LOC482014,8,10,12,9,8,10
gene-LOC102156107|LOC102156107,0,0,0,0,0,0
gene-LOC119864623|LOC119864623,57,47,69,57,67,49
gene-LOC106559613|LOC106559613,107,84,105,60,71,83
gene-LOC102156239|LOC102156239,23,13,17,8,12,8
gene-CSMD3|CSMD3,6531,5611,6779,6304,6982,5631
gene-LOC111098528|LOC111098528,5,2,6,3,7,5
gene-LOC111098527|LOC111098527,6,3,3,0,3,4
gene-LOC119865524|LOC119865524,2,4,2,2,2,2
gene-LOC119864787|LOC119864787,25,16,33,16,17,12
gene-LOC102154330|LOC102154330,80,68,92,64,66,59
gene-LOC111098529|LOC111098529,0,0,0,6,6,0
gene-LOC119864702|LOC119864702,2,0,3,0,7,2
gene-LOC100686713|LOC100686713,2,0,0,0,0,0
gene-LOC111098438|LOC111098438,0,0,0,0,0,0
gene-TRPS1|TRPS1,2279,2194,2258,1744,1815,1698
gene-LOC119874431|LOC119874431,7,10,0,9,9,11
gene-LOC100684188|LOC100684188,13,9,13,11,14,11
gene-EIF3H|EIF3H,1679,1425,1624,1307,1697,1600
gene-LOC102156646|LOC102156646,0,0,0,0,0,0
gene-UTP23|UTP23,109,81,111,108,111,100
gene-RAD21|RAD21,10955,8216,11150,9261,10497,10175
gene-SLC30A8|SLC30A8,39,12,59,24,51,28
gene-MED30|MED30,139,160,129,126,154,122
gene-LOC119864269|LOC119864269,7,0,0,0,0,0
gene-EXT1|EXT1,1334,1052,1187,482,693,654
gene-SAMD12|SAMD12,2904,2837,2865,2483,2786,2439
gene-LOC111098532|LOC111098532,31,37,33,26,35,36
gene-LOC102151382|LOC102151382,23,53,23,39,34,27
gene-LOC119874484|LOC119874484,0,0,0,0,6,0
gene-LOC119865399|LOC119865399,54,69,61,45,73,49
gene-LOC119865400|LOC119865400,27,23,16,19,10,17
gene-LOC119865514|LOC119865514,7,3,2,4,6,1
gene-TNFRSF11B|TNFRSF11B,62,49,81,40,62,60
gene-LOC102151142|LOC102151142,172,215,204,103,183,162
gene-PECRP|PECRP,37,22,13,17,50,25
gene-COLEC10|COLEC10,23,8,11,23,39,17
gene-LOC111098533|LOC111098533,6,0,0,8,7,9
gene-LOC119865183|LOC119865183,0,11,5,14,0,5
gene-LOC111098534|LOC111098534,4,10,4,0,0,3
gene-LOC119874485|LOC119874485,12,4,6,24,17,26
gene-MAL2|MAL2,4992,3214,4645,4459,5215,3774
gene-LOC100687744|LOC100687744,29,20,20,52,33,42
gene-LOC102151563|LOC102151563,110,110,113,227,228,192
gene-CCN3|CCN3,2188,1167,2282,1414,1817,1399
gene-DSCC1|DSCC1,74,61,79,74,77,62
gene-ENPP2|ENPP2,2792,3370,2072,1755,1890,2035
gene-LOC119874432|LOC119874432,35,44,30,60,69,64
gene-TAF2|TAF2,3047,2290,2973,2726,3087,2706
gene-LOC119864765|LOC119864765,0,0,0,0,2,1
gene-LOC111098536|LOC111098536,57,59,92,60,67,64
gene-DEPTOR|DEPTOR,1364,1124,1086,1310,1217,1144
gene-COL14A1|COL14A1,1051,788,862,525,579,699
gene-MRPL13|MRPL13,402,271,373,352,379,358
gene-MTBP|MTBP,369,355,406,385,469,413
gene-SNTB1|SNTB1,712,1008,853,448,689,786
gene-LOC106559625|LOC106559625,17,22,12,12,17,3
gene-LOC111098444|LOC111098444,0,0,0,0,0,0
gene-HAS2|HAS2,122,55,122,44,40,40
gene-LOC119865569|LOC119865569,0,0,0,0,0,0
gene-LOC111098648|LOC111098648,24,15,42,18,0,13
gene-LOC119865534|LOC119865534,1,0,1,0,3,3
gene-LOC111098540|LOC111098540,0,0,0,2,0,0
gene-LOC119865439|LOC119865439,13,22,30,16,28,53
gene-LOC119865527|LOC119865527,2,0,4,1,1,0
gene-LOC106559606|LOC106559606,0,0,3,0,0,0
gene-LOC102153186|LOC102153186,47,58,31,15,22,14
gene-ZHX2|ZHX2,304,228,314,138,195,165
gene-DERL1|DERL1,943,771,1003,972,1101,909
gene-LOC102153799|LOC102153799,8,0,12,0,3,0
gene-LOC102153461|LOC102153461,0,6,2,7,3,3
gene-TBC1D31|TBC1D31,552,378,505,400,593,515
gene-TRNAM-CAU-5|TRNAM-CAU,1,1,0,0,0,0
gene-C13H8orf76|C13H8orf76,376,235,356,260,308,228
gene-ZHX1|ZHX1,2928,2675,3063,2647,2929,2582
gene-NTAQ1|NTAQ1,1297,998,1367,1153,1457,1243
gene-ATAD2|ATAD2,1107,1031,1120,1279,1322,1126
gene-LOC102154406|LOC102154406,8,6,5,5,9,6
gene-LOC102154353|LOC102154353,7,11,7,0,7,8
gene-LOC111098542|LOC111098542,380,368,350,303,438,310
gene-FBXO32|FBXO32,1837,1662,1836,1360,1345,1044
gene-LOC119864281|LOC119864281,4,0,0,6,0,0
gene-KLHL38|KLHL38,30,21,13,26,34,38
gene-ANXA13|ANXA13,10,0,5,10,28,16
gene-FAM91A1|FAM91A1,2820,2138,2624,2192,2509,2208
gene-FER1L6|FER1L6,41,42,32,41,76,61
gene-LOC119865187|LOC119865187,32,24,14,25,57,34
gene-TMEM65|TMEM65,2167,2332,2241,1613,1795,1607
gene-TRMT12|TRMT12,323,236,313,339,467,300
gene-TATDN1|TATDN1,516,424,445,376,400,391
gene-MTSS1|MTSS1,1591,1345,1459,1183,1369,1128
gene-LOC119864471|LOC119864471,9,6,5,12,9,7
gene-LOC111098545|LOC111098545,61,39,41,31,57,46
gene-RNF139|RNF139,1109,833,1073,1217,1246,1123
gene-NDUFB9|NDUFB9,2355,2159,2356,1785,2055,1941
gene-ZNF572|ZNF572,121,116,125,123,161,119
gene-SQLE|SQLE,3313,2243,3949,2886,3136,2744
gene-WASHC5|WASHC5,2096,1907,2190,1650,2273,1899
gene-NSMCE2|NSMCE2,282,201,268,245,302,230
gene-LOC111098547|LOC111098547,59,52,40,39,44,25
gene-LOC111098548|LOC111098548,89,94,84,81,70,44
gene-LOC119864907|LOC119864907,0,0,0,0,0,0
gene-TRIB1|TRIB1,294,254,362,114,77,124
gene-LOC102157314|LOC102157314,0,0,0,0,0,0
gene-LOC102157370|LOC102157370,0,0,0,0,0,0
gene-LOC475097|LOC475097,1,1,3,0,1,1
gene-LOC102151540|LOC102151540,5,8,3,2,7,5
gene-LOC102151612|LOC102151612,0,4,6,3,0,0
gene-LRATD2|LRATD2,579,517,535,375,396,351
gene-LOC111098550|LOC111098550,9,0,0,0,5,0
gene-LOC102151649|LOC102151649,3,0,0,0,0,0
gene-LOC111098551|LOC111098551,0,0,10,0,0,0
gene-LOC106559615|LOC106559615,0,0,0,0,0,0
gene-LOC111098448|LOC111098448,0,0,0,0,0,0
gene-MYC|MYC,123,127,111,53,72,98
gene-LOC102151812|LOC102151812,621,958,740,507,626,637
gene-LOC106559627|LOC106559627,0,25,23,8,12,20
gene-LOC102151758|LOC102151758,0,5,8,0,3,0
gene-LOC100856037|LOC100856037,9,20,8,4,5,7
gene-LOC119874434|LOC119874434,48,67,23,20,30,34
gene-LOC119864857|LOC119864857,15,19,8,28,18,27
gene-LOC111098552|LOC111098552,3,0,0,0,4,0
gene-LOC119864948|LOC119864948,4,3,5,4,4,4
gene-LOC119864794|LOC119864794,0,10,0,9,6,0
gene-LOC111098553|LOC111098553,0,0,0,0,0,0
gene-LOC119864682|LOC119864682,23,3,12,8,10,12
gene-LOC100682648|LOC100682648,5,10,7,5,8,7
gene-LOC102152396|LOC102152396,71,80,97,71,67,61
gene-CYRIB|CYRIB,2459,2046,2490,1900,2174,2064
gene-LOC100688658|LOC100688658,296,265,273,266,290,295
gene-LOC119865427|LOC119865427,16,14,8,13,12,11
gene-ASAP1|ASAP1,3278,2485,3290,2059,2394,2056
gene-LOC119864856|LOC119864856,4,0,0,0,0,0
gene-LOC111098554|LOC111098554,0,0,0,0,0,0
gene-LOC111098451|LOC111098451,0,0,0,0,4,0
gene-ADCY8|ADCY8,616,580,601,418,499,398
gene-LOC119865520|LOC119865520,7,3,3,1,2,2
gene-LOC111098452|LOC111098452,0,0,0,0,0,0
gene-LOC475101|LOC475101,284,315,322,244,288,309
gene-EFR3A|EFR3A,9485,6630,9922,8927,10445,9028
gene-LOC119865470|LOC119865470,9,10,7,6,6,3
gene-OC90|OC90,6,0,0,0,0,5
gene-LOC102153300|LOC102153300,13,10,17,7,13,11
gene-KCNQ3|KCNQ3,7741,8223,7372,6610,7264,6466
gene-LOC102153230|LOC102153230,57,66,61,25,36,18
